"gameId","playId","displayName","nflId","club","position","Yards_Away","Open_Field_Tackle_IND","Open_Field_Missed_Tackle_IND","Open_Field_Tackle_Opportunity","IND"
2022090800,167,"Stefon Diggs",42489,"BUF","WR",2.46221445044902,NA,NA,NA,1
2022090800,167,"Leonard Floyd",43298,"LA","DE",2.46221445044902,1,0,1,1
2022090800,212,"Bobby Wagner",38577,"LA","ILB",0.861452262171265,1,0,1,1
2022090800,212,"Zack Moss",52494,"BUF","RB",0.861452262171265,NA,NA,NA,1
2022090800,364,"Jordan Poyer",40166,"BUF","SS",3.78338472799159,1,0,1,1
2022090800,364,"Cooper Kupp",44881,"LA","WR",3.78338472799159,NA,NA,NA,1
2022090800,486,"Jordan Poyer",40166,"BUF","SS",1.6124515496597,1,0,1,1
2022090800,486,"Cooper Kupp",44881,"LA","WR",1.6124515496597,NA,NA,NA,1
2022090800,617,"Jalen Ramsey",43294,"LA","CB",3.1739722746111,1,0,1,1
2022090800,617,"Isaiah McKenzie",44985,"BUF","WR",3.1739722746111,NA,NA,NA,1
2022090800,775,"Cooper Kupp",44881,"LA","WR",3.38155289770838,NA,NA,NA,1
2022090800,775,"Tremaine Edmunds",46085,"BUF","ILB",3.38155289770838,1,0,1,1
2022090800,818,"Micah Hyde",40107,"BUF","FS",4.76000000000001,1,0,1,1
2022090800,818,"Darrell Henderson",47853,"LA","RB",4.76000000000001,NA,NA,NA,1
2022090800,980,"Gabe Davis",52536,"BUF","WR",3.93395475317142,NA,NA,NA,1
2022090800,980,"Jordan Fuller",52607,"LA","SS",3.93395475317142,1,0,1,1
2022090800,1030,"David Long",47862,"LA","CB",1.26775391933924,1,0,1,1
2022090800,1030,"Gabe Davis",52536,"BUF","WR",1.26775391933924,NA,NA,NA,1
2022090800,1563,"Stefon Diggs",42489,"BUF","WR",1.95358644548942,NA,NA,NA,1
2022090800,1563,"Jalen Ramsey",43294,"LA","CB",1.95358644548942,1,0,1,1
2022090800,2527,"Jamison Crowder",42448,"BUF","WR",4.0427836944363,NA,NA,NA,1
2022090800,2527,"Troy Hill",42816,"LA","CB",4.0427836944363,1,0,1,1
2022090800,2572,"Zack Moss",52494,"BUF","RB",1.16764720699362,NA,NA,NA,1
2022090800,2572,"Ernest Jones",53532,"LA","ILB",1.16764720699362,1,0,1,1
2022090800,2688,"David Long",47862,"LA","CB",1.11789981662043,1,0,1,1
2022090800,2688,"Gabe Davis",52536,"BUF","WR",1.11789981662043,NA,NA,NA,1
2022090800,2884,"Tyler Higbee",43399,"LA","TE",2.38415603516213,NA,NA,NA,1
2022090800,2884,"Matt Milano",44976,"BUF","OLB",2.38415603516213,1,0,1,1
2022090800,2934,"Zack Moss",52494,"BUF","RB",1.01019800039398,NA,NA,NA,1
2022090800,2934,"Ernest Jones",53532,"LA","ILB",1.01019800039398,1,0,1,1
2022090800,3190,"Tyler Higbee",43399,"LA","TE",2.09811820448706,NA,NA,NA,1
2022090800,3190,"Kaiir Elam",54488,"BUF","CB",2.09811820448706,1,0,1,1
2022090800,3383,"Cooper Kupp",44881,"LA","WR",2.41364869026127,NA,NA,NA,1
2022090800,3383,"Kaiir Elam",54488,"BUF","CB",2.41364869026127,1,0,1,1
2022090800,3407,"Taron Johnson",46190,"BUF","CB",2.22948424529083,1,0,1,1
2022090800,3407,"Darrell Henderson",47853,"LA","RB",2.22948424529083,NA,NA,NA,1
2022090800,3431,"Matt Milano",44976,"BUF","OLB",3.17657047773224,1,0,1,1
2022090800,3431,"Ben Skowronek",53678,"LA","WR",3.17657047773224,NA,NA,NA,1
2022090800,3513,"Tremaine Edmunds",46085,"BUF","ILB",1.42863571283935,1,0,1,1
2022090800,3513,"Ben Skowronek",53678,"LA","WR",1.42863571283935,NA,NA,NA,1
2022091100,121,"P.J. Williams",42421,"NO","CB",2.53308112779674,1,0,1,1
2022091100,121,"Parker Hesse",48723,"ATL","TE",2.53308112779674,NA,NA,NA,1
2022091100,783,"Taysom Hill",45244,"NO","TE",1.47139389695621,NA,NA,NA,1
2022091100,783,"Jaylinn Hawkins",52542,"ATL","FS",1.47139389695621,1,0,1,1
2022091100,1231,"Marshon Lattimore",44823,"NO","CB",2.01308221391973,1,0,1,1
2022091100,1231,"Drake London",54473,"ATL","WR",2.01308221391973,NA,NA,NA,1
2022091100,1485,"Casey Hayward",38592,"ATL","CB",4.28241905361611,0,1,1,1
2022091100,1485,"Jarvis Landry",41292,"NO","WR",4.58919753615856,NA,NA,NA,1
2022091100,1769,"Jarvis Landry",41292,"NO","WR",0.500399840127872,NA,NA,NA,1
2022091100,1769,"Rashaan Evans",46091,"ATL","ILB",0.500399840127872,1,0,1,1
2022091100,1928,"P.J. Williams",42421,"NO","CB",2.1608331726443,1,0,1,1
2022091100,1928,"Kyle Pitts",53433,"ATL","TE",2.1608331726443,NA,NA,NA,1
2022091100,2090,"Dee Alford",52272,"ATL","CB",0.557584074378025,1,0,1,1
2022091100,2090,"Chris Olave",54476,"NO","WR",0.557584074378025,NA,NA,NA,1
2022091100,2159,"Michael Thomas",43336,"NO","WR",0.27459060435492,NA,NA,NA,1
2022091100,2159,"Richie Grant",53469,"ATL","SS",0.27459060435492,1,0,1,1
2022091100,2245,"Dee Alford",52272,"ATL","CB",4.78338792071059,1,0,1,1
2022091100,2245,"Chris Olave",54476,"NO","WR",4.78338792071059,NA,NA,NA,1
2022091100,2616,"Bradley Roby",41257,"NO","CB",1.01316336293808,1,0,1,1
2022091100,2616,"Drake London",54473,"ATL","WR",1.01316336293808,NA,NA,NA,1
2022091100,2960,"Bradley Roby",41257,"NO","CB",1.16726175299288,1,0,1,1
2022091100,2960,"KhaDarel Hodge",46992,"ATL","WR",1.16726175299288,NA,NA,NA,1
2022091100,3310,"Kaden Elliss",48027,"NO","OLB",0.679558680321283,1,0,1,1
2022091100,3310,"Drake London",54473,"ATL","WR",0.679558680321283,NA,NA,NA,1
2022091100,3355,"KhaDarel Hodge",46992,"ATL","WR",1.10788086002061,NA,NA,NA,1
2022091100,3355,"Pete Werner",53489,"NO","OLB",1.10788086002061,1,0,1,1
2022091100,3475,"Jarvis Landry",41292,"NO","WR",0.747930478052607,NA,NA,NA,1
2022091100,3475,"Mykal Walker",52527,"ATL","ILB",0.747930478052607,1,0,1,1
2022091100,3526,"Michael Thomas",43336,"NO","WR",1.03464969917359,NA,NA,NA,1
2022091100,3526,"A.J. Terrell",52424,"ATL","CB",1.03464969917359,1,0,1,1
2022091100,3554,"Alvin Kamara",44879,"NO","RB",0.757693869580587,NA,NA,NA,1
2022091100,3554,"Mykal Walker",52527,"ATL","ILB",0.757693869580587,1,0,1,1
2022091100,3647,"Jarvis Landry",41292,"NO","WR",1.99090431713832,NA,NA,NA,1
2022091100,3647,"Richie Grant",53469,"ATL","SS",1.99090431713832,1,0,1,1
2022091100,4102,"Jaylinn Hawkins",52542,"ATL","FS",1.77654158408972,1,0,1,1
2022091100,4102,"Juwan Johnson",52942,"NO","TE",1.77654158408972,NA,NA,NA,1
2022091101,85,"Christian McCaffrey",44820,"CAR","RB",2.57,NA,NA,NA,1
2022091101,85,"Anthony Walker",44974,"CLE","MLB",2.57,1,0,1,1
2022091101,184,"Donte Jackson",46124,"CAR","CB",1.48489056835849,1,0,1,1
2022091101,184,"Donovan Peoples-Jones",52595,"CLE","WR",1.48489056835849,NA,NA,NA,1
2022091101,272,"Amari Cooper",42347,"CLE","WR",0.848645980371082,NA,NA,NA,1
2022091101,272,"Jaycee Horn",53437,"CAR","CB",0.848645980371082,1,0,1,1
2022091101,382,"Christian McCaffrey",44820,"CAR","RB",2.22283602634112,NA,NA,NA,1
2022091101,382,"Ronnie Harrison",46162,"CLE","SS",2.22283602634112,0,1,1,1
2022091101,542,"Donovan Peoples-Jones",52595,"CLE","WR",0.759275970909124,NA,NA,NA,1
2022091101,542,"Jaycee Horn",53437,"CAR","CB",0.759275970909124,1,0,1,1
2022091101,748,"D.J. Moore",46093,"CAR","WR",1.13159179919262,NA,NA,NA,1
2022091101,748,"Greg Newsome",53455,"CLE","CB",1.13159179919262,1,0,1,1
2022091101,850,"Martin Emerson",54533,"CLE","CB",0,1,0,1,1
2022091101,1077,"Martin Emerson",54533,"CLE","CB",0,1,0,1,1
2022091101,1720,"D.J. Moore",46093,"CAR","WR",2.98725626620818,NA,NA,NA,1
2022091101,1720,"Martin Emerson",54533,"CLE","CB",2.98725626620818,1,0,1,1
2022091101,1785,"Grant Delpit",52452,"CLE","SS",3.72146476538473,1,0,1,1
2022091101,1785,"Tommy Tremble",53512,"CAR","TE",3.72146476538473,NA,NA,NA,1
2022091101,2407,"Kareem Hunt",44898,"CLE","RB",3.69265487149828,NA,NA,NA,1
2022091101,2407,"Frankie Luvu",46527,"CAR","ILB",3.69265487149828,0,1,1,1
2022091101,3263,"Damien Wilson",42470,"CAR","MLB",4.75714199914192,1,0,1,1
2022091101,3263,"Anthony Schwartz",53520,"CLE","WR",4.75714199914192,NA,NA,NA,1
2022091101,3510,"Damien Wilson",42470,"CAR","MLB",0.992018144995338,1,0,1,1
2022091101,3510,"David Njoku",44841,"CLE","TE",0.992018144995338,NA,NA,NA,1
2022091101,3591,"Donte Jackson",46124,"CAR","CB",1.16387284528852,1,0,1,1
2022091101,3591,"Donovan Peoples-Jones",52595,"CLE","WR",1.16387284528852,NA,NA,NA,1
2022091101,4068,"Kareem Hunt",44898,"CLE","RB",2.38729972982028,NA,NA,NA,1
2022091101,4068,"Marquis Haynes",46205,"CAR","OLB",2.38729972982028,1,0,1,1
2022091101,4104,"Jeremy Chinn",52472,"CAR","FS",1.34974071584138,1,0,1,1
2022091101,4104,"Donovan Peoples-Jones",52595,"CLE","WR",1.34974071584138,NA,NA,NA,1
2022091102,1133,"Ray-Ray McCloud",46256,"SF","WR",1.83043710626724,NA,NA,NA,1
2022091102,1133,"Jaylon Johnson",52458,"CHI","CB",1.83043710626724,1,0,1,1
2022091102,1631,"Nicholas Morrow",45345,"CHI","OLB",0.592030404624626,1,0,1,1
2022091102,1631,"Jeffery Wilson",46377,"SF","RB",0.592030404624626,NA,NA,NA,1
2022091102,2302,"Jauan Jennings",52625,"SF","WR",2.31572882695708,NA,NA,NA,1
2022091102,2302,"Kyler Gordon",54504,"CHI","CB",2.31572882695708,1,0,1,1
2022091102,3119,"Emmanuel Moseley",46354,"SF","CB",4.93060848171907,1,0,1,1
2022091102,3119,"Darnell Mooney",52581,"CHI","WR",4.93060848171907,NA,NA,NA,1
2022091102,3336,"Roquan Smith",46077,"CHI","ILB",0.860929730001238,1,0,1,1
2022091102,3336,"Ross Dwelley",46331,"SF","TE",0.860929730001238,NA,NA,NA,1
2022091102,3628,"Brandon Aiyuk",52433,"SF","WR",0.389486841883009,NA,NA,NA,1
2022091102,3628,"Kindle Vildor",52571,"CHI","CB",0.389486841883009,1,0,1,1
2022091103,58,"Logan Wilson",52473,"CIN","ILB",1.44027775099111,1,0,1,1
2022091103,58,"Pat Freiermuth",53484,"PIT","TE",1.44027775099111,NA,NA,NA,1
2022091103,82,"Mike Hilton",43641,"CIN","CB",2.44198689595174,1,0,1,1
2022091103,82,"Chase Claypool",52457,"PIT","WR",2.44198689595174,NA,NA,NA,1
2022091103,111,"Eli Apple",43299,"CIN","CB",3.03815733628132,1,0,1,1
2022091103,111,"Diontae Johnson",47849,"PIT","WR",3.03815733628132,NA,NA,NA,1
2022091103,364,"Cameron Sutton",44906,"PIT","CB",2.82115224686652,1,0,1,1
2022091103,364,"Tee Higgins",52441,"CIN","WR",2.82115224686652,NA,NA,NA,1
2022091103,852,"Ahkello Witherspoon",44878,"PIT","CB",4.51807481124427,1,0,1,1
2022091103,852,"Ja'Marr Chase",53434,"CIN","WR",4.51807481124427,NA,NA,NA,1
2022091103,926,"Ahkello Witherspoon",44878,"PIT","CB",1.52279348567033,1,0,1,1
2022091103,926,"Ja'Marr Chase",53434,"CIN","WR",1.52279348567033,NA,NA,NA,1
2022091103,1171,"Mike Hilton",43641,"CIN","CB",0.353553390593273,1,0,1,1
2022091103,1171,"Chase Claypool",52457,"PIT","WR",0.353553390593273,NA,NA,NA,1
2022091103,1405,"Minkah Fitzpatrick",46080,"PIT","FS",2.19184853491294,1,0,1,1
2022091103,1405,"Ja'Marr Chase",53434,"CIN","WR",2.19184853491294,NA,NA,NA,1
2022091103,1648,"Mike Thomas",43495,"CIN","WR",0.955248658727138,NA,NA,NA,1
2022091103,1648,"Levi Wallace",46698,"PIT","CB",0.955248658727138,1,0,1,1
2022091103,2740,"Chidobe Awuzie",44872,"CIN","CB",0.854458893101363,1,0,1,1
2022091103,2740,"Diontae Johnson",47849,"PIT","WR",0.854458893101363,NA,NA,NA,1
2022091103,2780,"Chidobe Awuzie",44872,"CIN","CB",0.765506368360187,1,0,1,1
2022091103,2780,"Diontae Johnson",47849,"PIT","WR",0.765506368360187,NA,NA,NA,1
2022091103,2931,"Ahkello Witherspoon",44878,"PIT","CB",1.84458667456967,1,0,1,1
2022091103,2931,"Ja'Marr Chase",53434,"CIN","WR",1.84458667456967,NA,NA,NA,1
2022091103,3147,"Chidobe Awuzie",44872,"CIN","CB",0.957548954362128,1,0,1,1
2022091103,3147,"George Pickens",54517,"PIT","WR",0.957548954362128,NA,NA,NA,1
2022091103,3849,"Ahkello Witherspoon",44878,"PIT","CB",1.58445574251855,1,0,1,1
2022091103,3849,"Ja'Marr Chase",53434,"CIN","WR",1.58445574251855,NA,NA,NA,1
2022091103,4324,"Myles Jack",43325,"PIT","ILB",3.42604728513778,1,0,1,1
2022091103,4324,"Hayden Hurst",46094,"CIN","TE",3.42604728513778,NA,NA,NA,1
2022091103,4488,"Minkah Fitzpatrick",46080,"PIT","FS",0.95257545632879,1,0,1,1
2022091103,4488,"Drew Sample",47835,"CIN","TE",0.95257545632879,NA,NA,NA,1
2022091103,4571,"Chidobe Awuzie",44872,"CIN","CB",0.502891638427212,1,0,1,1
2022091103,4571,"Diontae Johnson",47849,"PIT","WR",0.502891638427212,NA,NA,NA,1
2022091103,5015,"Chidobe Awuzie",44872,"CIN","CB",1.01518471225684,1,0,1,1
2022091103,5015,"Diontae Johnson",47849,"PIT","WR",1.01518471225684,NA,NA,NA,1
2022091103,5096,"Vonn Bell",43350,"CIN","SS",2.36729803784821,1,0,1,1
2022091103,5096,"Pat Freiermuth",53484,"PIT","TE",2.36729803784821,NA,NA,NA,1
2022091104,58,"Kyzir White",46188,"PHI","ILB",3.08609785975754,1,0,1,1
2022091104,58,"D'Andre Swift",52443,"DET","RB",3.08609785975754,NA,NA,NA,1
2022091104,238,"T.J. Hockenson",47791,"DET","TE",1.74771279105006,NA,NA,NA,1
2022091104,238,"Chauncey Gardner-Johnson",47888,"PHI","SS",1.74771279105006,1,0,1,1
2022091104,580,"Marcus Epps",47974,"PHI","SS",0.533385414123788,1,0,1,1
2022091104,580,"Amon-Ra St. Brown",53541,"DET","WR",0.533385414123788,NA,NA,NA,1
2022091104,737,"Jeff Okudah",52411,"DET","CB",4.58530260724416,1,0,1,1
2022091104,737,"DeVonta Smith",53439,"PHI","WR",4.58530260724416,NA,NA,NA,1
2022091104,865,"A.J. Brown",47834,"PHI","WR",2.82577423018896,NA,NA,NA,1
2022091104,865,"Amani Oruwariye",47929,"DET","CB",2.82577423018896,1,0,1,1
2022091104,1183,"Dallas Goedert",46118,"PHI","TE",0.975756117070241,NA,NA,NA,1
2022091104,1183,"Jeff Okudah",52411,"DET","CB",0.975756117070241,1,0,1,1
2022091104,1847,"Darius Slay",39984,"PHI","CB",0.170000000000002,1,0,1,1
2022091104,1847,"D.J. Chark",46130,"DET","WR",0.170000000000002,NA,NA,NA,1
2022091104,1871,"Josh Reynolds",44930,"DET","WR",1.66868211472407,NA,NA,NA,1
