"","gameId","playId","frameId","nflId","displayName","club","playDirection","x","y","s","a","dis","o","dir","position","Closest_Defender","Open_Field_Tackle_IND","Open_Field_Missed_Tackle_IND","week","desc","play_type","is_motion","is_play_action","is_rpo","solo_tackle","defense_personnel","was_pressure","posteam","defteam","defense_man_zone_type","out_of_bounds","defense_coverage_type","n_defense_box","n_blitzers","success","epa","air_epa","yac_epa","xyac_epa","surface","touchdown","touchback","Yards_Away","IND"
"1",2022090800,167,14,43298,"Leonard Floyd","LA","left",48.44,26.39,6.28,2.4,0.62,200.75,225.35,"DE",3.5800139664532,1,0,1,"(11:54) (Shotgun) 17-J.Allen pass short middle to 14-S.Diggs to LA 35 for 12 yards (54-L.Floyd).","pass",FALSE,FALSE,FALSE,1,"3 DL, 3 LB, 5 DB",FALSE,"BUF","LA","ZONE_COVERAGE",0,"COVER_3",5,0,1,1.34806486265734,0.205401638522744,1.14266322413459,0.87141840320743,"matrixturf",0,0,2.46221445044902,1
"2",2022090800,212,11,38577,"Bobby Wagner","LA","left",35.69,49.57,7.18,4.06,0.73,354.94,328.98,"ILB",9.12579311621735,1,0,1,"(10:42) (Shotgun) 17-J.Allen pass short right to 20-Z.Moss to LA 26 for 8 yards (45-B.Wagner).","pass",TRUE,FALSE,FALSE,1,"2 DL, 4 LB, 5 DB",FALSE,"BUF","LA","MAN_COVERAGE",0,"COVER_1",5,0,1,0.769604818080552,0.385836316738278,0.383768501342274,0.571102377775422,"matrixturf",0,0,0.861452262171265,1
"3",2022090800,364,12,40166,"Jordan Poyer","BUF","right",54.34,-0.29,4.95,5.16,0.52,155.59,163.35,"SS",4.63207297006427,1,0,1,"(8:25) (Shotgun) 9-M.Stafford pass deep right to 10-C.Kupp ran ob at LA 42 for 23 yards (21-J.Poyer).","pass",FALSE,FALSE,FALSE,1,"3 DL, 3 LB, 5 DB",TRUE,"LA","BUF","ZONE_COVERAGE",1,"COVER_6",6,0,1,2.87652461393736,2.84428211976774,0.0322424941696227,0.367018918978378,"matrixturf",0,0,3.78338472799159,1
"4",2022090800,486,11,40166,"Jordan Poyer","BUF","right",63.8,20.19,2.52,2.46,0.27,243.23,256.94,"SS",4.01529575498493,1,0,1,"(5:53) (No Huddle, Shotgun) 9-M.Stafford pass short right to 10-C.Kupp to BUF 45 for 6 yards (21-J.Poyer).","pass",FALSE,FALSE,FALSE,1,"3 DL, 3 LB, 5 DB",TRUE,"LA","BUF","ZONE_COVERAGE",0,"COVER_3",4,0,0,-0.902344594709575,-0.902344594709575,0,0.806868060073388,"matrixturf",0,0,1.6124515496597,1
"5",2022090800,617,16,43294,"Jalen Ramsey","LA","left",61.87,0.71,2.56,4.24,0.28,179.21,166.47,"CB",10.1954597738405,1,0,1,"(2:32) (Shotgun) 17-J.Allen pass short left to 6-I.McKenzie to BUF 48 for 12 yards (5-J.Ramsey).","pass",TRUE,TRUE,FALSE,1,"3 DL, 3 LB, 5 DB",FALSE,"BUF","LA","ZONE_COVERAGE",0,"COVER_3",6,0,1,0.798386420123279,0.798386420123279,0,0.211769663506544,"matrixturf",0,0,3.1739722746111,1
"6",2022090800,775,15,46085,"Tremaine Edmunds","BUF","right",38.89,19.2,1.07,4.16,0.1,258.62,321.29,"ILB",5.23115665986023,1,0,1,"(:17) (No Huddle, Shotgun) 9-M.Stafford pass short right to 10-C.Kupp to LA 30 for 6 yards (49-T.Edmunds).","pass",FALSE,FALSE,FALSE,1,"4 DL, 2 LB, 5 DB",FALSE,"LA","BUF","ZONE_COVERAGE",0,"COVER_3",5,0,1,0.158298097550869,0.010408085770905,0.147890011779964,0.671211915359294,"matrixturf",0,0,3.38155289770838,1
"7",2022090800,818,16,40107,"Micah Hyde","BUF","left",81.15,5.69,1.64,4.16,0.16,337.85,9.21,"FS",4.70208464407012,1,0,1,"(15:00) (Shotgun) 9-M.Stafford pass short left to 27-D.Henderson to LA 31 for 1 yard (23-M.Hyde, 47-C.Benford) [91-E.Oliver].","pass",TRUE,FALSE,FALSE,0,"3 DL, 3 LB, 5 DB",TRUE,"LA","BUF","ZONE_COVERAGE",0,"COVER_2",5,0,0,-1.62181922933087,-2.1605267226696,0.538707493338734,2.35954077189177,"matrixturf",0,0,4.76000000000001,1
"8",2022090800,980,13,52607,"Jordan Fuller","LA","right",47.36,1.66,2.41,3.77,0.26,205.48,209.21,"SS",5.21636846858042,1,0,1,"(12:55) (Shotgun) 17-J.Allen pass short right to 13-G.Davis ran ob at BUF 37 for 5 yards (4-J.Fuller).","pass",FALSE,TRUE,FALSE,1,"3 DL, 4 LB, 4 DB",FALSE,"BUF","LA","ZONE_COVERAGE",1,"COVER_3",6,1,0,-0.0837874270509928,-0.0837874270509928,0,0.43753990731451,"matrixturf",0,0,3.93395475317142,1
"9",2022090800,1030,10,47862,"David Long","LA","right",60.09,36.79,3.3,4.05,0.34,358.41,260.77,"CB",4.95782210249622,1,0,1,"(11:44) (Shotgun) 17-J.Allen pass short left to 13-G.Davis to 50 for 10 yards (22-D.Long).","pass",TRUE,FALSE,FALSE,1,"2 DL, 4 LB, 5 DB",FALSE,"BUF","LA","ZONE_COVERAGE",0,"COVER_3",7,0,1,1.39239250426181,1.39239250426181,0,0.238195142937408,"matrixturf",0,0,1.26775391933924,1
"10",2022090800,1102,14,52492,"Terrell Lewis","LA","right",84.84,44.4,2.91,5.27,0.28,140.09,208.97,"OLB",3.27331636112368,0,1,1,"(9:37) (No Huddle, Shotgun) 17-J.Allen pass short left to 20-Z.Moss to LA 23 for 2 yards (2-T.Hill).","pass",FALSE,FALSE,FALSE,1,"3 DL, 3 LB, 5 DB",FALSE,"BUF","LA","ZONE_COVERAGE",0,"COVER_4",5,0,0,-0.148179297451861,-0.878141943132505,0.729962645680644,1.2191440316299,"matrixturf",0,0,NA,NA
