"gameId","playId","frameId","nflId","displayName","club","playDirection","x","y","s","a","dis","o","dir","position","Closest_Defender","Open_Field_Tackle_IND","Open_Field_Missed_Tackle_IND"
2022090800,56,22,"43294","Jalen Ramsey","LA","left",78.91,33.78,0.46,1.67,0.05,101.28,75.64,"CB",0.65764732189829,0,0
2022090800,80,27,"53532","Ernest Jones","LA","left",72.67,42.68,5.29,2.25,0.54,330.54,325.86,"ILB",1.70839105593538,0,0
2022090800,101,40,"42816","Troy Hill","LA","left",69.51,40.99,4.43,3.74,0.44,165.31,190.65,"CB",1.95412384459123,0,0
2022090800,122,33,"38577","Bobby Wagner","LA","left",59.37,48.19,1.92,3.4,0.21,314.88,283.47,"ILB",0.79762146410437,0,0
2022090800,167,14,"43298","Leonard Floyd","LA","left",48.44,26.39,6.28,2.4,0.62,200.75,225.35,"DE",3.5800139664532,1,0
2022090800,191,43,"52492","Terrell Lewis","LA","left",44.99,41.25,2.06,3.68,0.22,215.54,342.8,"OLB",1.19050409491106,0,0
2022090800,212,11,"38577","Bobby Wagner","LA","left",35.69,49.57,7.18,4.06,0.73,354.94,328.98,"ILB",9.12579311621735,1,0
2022090800,299,38,"53459","Gregory Rousseau","BUF","right",29.76,28.34,3.48,1.41,0.38,37.09,35.1,"DE",1.2050311199301,0,0
2022090800,343,36,"46085","Tremaine Edmunds","BUF","right",28.55,29.16,1.87,1.68,0.18,249.62,210.92,"ILB",1.983658236693,0,0
2022090800,364,12,"40166","Jordan Poyer","BUF","right",54.34,-0.29,4.95,5.16,0.52,155.59,163.35,"SS",4.63207297006427,1,0
2022090800,393,42,"46232","Tim Settle","BUF","right",52.1,22.17,1.51,0.3,0.17,167.56,139.55,"DT",1.40174890761505,0,0
2022090800,414,31,"52647","Dane Jackson","BUF","right",60.96,4.5,4.04,2.59,0.41,239.62,248.82,"CB",0.804114419718985,0,0
2022090800,438,17,"54650","Christian Benford","BUF","right",65.19,50.49,4.08,3.41,0.41,295.02,353.91,"CB",10.4846649922637,1,0
2022090800,486,11,"40166","Jordan Poyer","BUF","right",63.8,20.19,2.52,2.46,0.27,243.23,256.94,"SS",4.01529575498493,1,0
2022090800,529,43,"42816","Troy Hill","LA","left",96.48,33.05,3.25,3.92,0.33,345.39,302.18,"CB",2.16787914792314,1,0
2022090800,569,7,"48026","Nick Scott","LA","left",86.37,37.06,5.22,1,0.51,323.15,353.83,"SS",1.91324331960156,0,0
2022090800,617,16,"43294","Jalen Ramsey","LA","left",61.87,0.71,2.56,4.24,0.28,179.21,166.47,"CB",10.1954597738405,1,0
2022090800,646,22,"47939","Justin Hollins","LA","left",59.78,8.14,5.24,3.45,0.52,144.93,180.86,"OLB",1.6140012391569,0,0
2022090800,692,37,"38577","Bobby Wagner","LA","left",39.16,38.75,1.99,2.68,0.16,140.18,100.34,"ILB",0.780256368125248,0,0
2022090800,775,15,"46085","Tremaine Edmunds","BUF","right",38.89,19.2,1.07,4.16,0.1,258.62,321.29,"ILB",5.23115665986023,1,0
2022090800,818,16,"40107","Micah Hyde","BUF","left",81.15,5.69,1.64,4.16,0.16,337.85,9.21,"FS",4.70208464407012,1,0
2022090800,867,16,"43294","Jalen Ramsey","LA","right",42.28,3.54,4.42,4.27,0.46,231.12,226.52,"CB",4.52603579305334,1,0
2022090800,933,39,"47792","Ed Oliver","BUF","left",46.7,26.22,3.07,0.86,0.35,143.95,22.85,"DT",1.73933895489063,0,0
2022090800,980,13,"52607","Jordan Fuller","LA","right",47.36,1.66,2.41,3.77,0.26,205.48,209.21,"SS",5.21636846858042,1,0
2022090800,1030,10,"47862","David Long","LA","right",60.09,36.79,3.3,4.05,0.34,358.41,260.77,"CB",4.95782210249622,1,0
2022090800,1102,20,"42816","Troy Hill","LA","right",86.76,43.82,1.44,3,0.15,261.09,297.03,"CB",2.52634122794211,1,0
2022090800,1102,14,"52492","Terrell Lewis","LA","right",84.84,44.4,2.91,5.27,0.28,140.09,208.97,"OLB",3.27331636112368,0,1
2022090800,1187,36,"37075","Von Miller","BUF","left",68.65,34.3,3.32,1.62,0.34,79.04,308.61,"OLB",1.03077640640442,0,0
2022090800,1230,24,"46190","Taron Johnson","BUF","left",54.44,21.08,2.01,2.54,0.22,226.23,264.95,"CB",1.00806745806022,0,0
2022090800,1254,38,"53490","Carlos Basham","BUF","left",51.81,19.27,3.23,3.64,0.34,228.1,223.22,"DE",0.685054742338158,0,0
2022090800,1286,23,"44976","Matt Milano","BUF","left",40.92,1.03,2.35,2.77,0.25,151.41,156.47,"OLB",3.81032806986486,1,0
2022090800,1334,10,"46085","Tremaine Edmunds","BUF","left",37.64,11.84,3.48,3.9,0.34,225.92,186.46,"ILB",1.46013697987552,0,0
2022090800,1358,18,"44976","Matt Milano","BUF","left",36.2,35.37,4.14,7.58,0.44,37.27,15.45,"OLB",3.29426774868104,1,0
2022090800,1385,64,"52647","Dane Jackson","BUF","left",19.14,17.05,3.76,2.88,0.39,201.16,232.09,"CB",1.32242202038532,0,0
2022090800,1385,57,"40107","Micah Hyde","BUF","left",21.26,16.14,3.61,5.24,0.36,83.67,247.87,"FS",2.94920328224421,0,1
2022090800,1406,42,"41341","DaQuan Jones","BUF","left",14.89,26.03,2.58,0.56,0.26,344.41,332.88,"DT",0.863307592923867,0,0
2022090800,1563,1,"43294","Jalen Ramsey","LA","right",45.48,50.15,7.44,2.74,0.74,76.19,65.08,"CB",15.8547216941831,1,0
2022090800,1736,25,"44976","Matt Milano","BUF","left",42.35,30.46,4.72,4.03,0.48,146.57,168.64,"OLB",2.84084494473035,1,0
2022090800,1757,26,"53459","Gregory Rousseau","BUF","left",39.49,51.88,7.31,3.7,0.75,311.48,347.83,"DE",3.93486975642143,1,0
2022090800,1836,31,"37075","Von Miller","BUF","left",48.36,22.2,4.8,5.86,0.47,56.52,80.8,"OLB",4.08240125416403,1,0
2022090800,1946,48,"42395","Jordan Phillips","BUF","right",22.76,10.74,2.26,0.81,0.23,291.35,61.33,"DE",0.900499861188219,0,0
2022090800,2043,44,"42816","Troy Hill","LA","left",59.29,17.86,4.05,4.25,0.41,74.96,325.41,"CB",2.52517326138228,1,0
2022090800,2072,48,"38577","Bobby Wagner","LA","left",55.99,7.35,3.65,1.21,0.38,101.54,204.48,"ILB",2.91413795143607,1,0
2022090800,2093,38,"47939","Justin Hollins","LA","left",52.5,20.05,4.7,1.71,0.46,285.64,269.03,"OLB",4.56303626985366,1,0
2022090800,2137,40,"48026","Nick Scott","LA","left",45.77,1.44,7.8,3.38,0.79,49.56,194.59,"SS",7.15906418465431,1,0
2022090800,2163,57,"43298","Leonard Floyd","LA","left",34.52,9.71,2.95,2.31,0.31,168.1,215.41,"DE",0.549181208709839,0,0
2022090800,2163,43,"43335","A'Shawn Robinson","LA","left",39.25,10.44,2.34,1.62,0.24,164.27,272.25,"DT",1.49003355666911,0,0
2022090800,2184,29,"52492","Terrell Lewis","LA","left",25.11,25.38,3.76,5.45,0.35,55.37,21.48,"OLB",0.93813645062965,0,0
2022090800,2208,34,"47862","David Long","LA","left",20.61,1.26,2.72,0.55,0.27,349.71,252.32,"CB",4.71088102163491,1,0
2022090800,2208,14,"42816","Troy Hill","LA","left",26.66,7.36,4.59,3.55,0.46,144.17,155.47,"CB",6.95657961932443,0,1
2022090800,2336,22,"52647","Dane Jackson","BUF","right",66.17,35.33,1.39,5.49,0.16,249.28,194.69,"CB",0.868331733843696,0,0
2022090800,2336,12,"46190","Taron Johnson","BUF","right",62.74,31.43,4.59,6.99,0.46,346.41,349.66,"CB",4.8859492424707,0,1
2022090800,2360,33,"46085","Tremaine Edmunds","BUF","right",67.63,24.23,2.72,5.57,0.28,35.35,205.91,"ILB",1.95887722943527,0,0
2022090800,2464,26,"53532","Ernest Jones","LA","left",98.82,16.7,4.65,2.78,0.48,179.61,218.84,"ILB",3.1739722746111,1,0
2022090800,2485,43,"48026","Nick Scott","LA","left",90.71,8.64,6.63,3.97,0.68,125.04,202.19,"SS",1.19854077944807,0,0
2022090800,2506,41,"53532","Ernest Jones","LA","left",89.93,13.43,0.84,1.85,0.09,66.54,349.97,"ILB",0.497393204617835,0,0
2022090800,2527,10,"42816","Troy Hill","LA","left",77.85,23.23,3.96,2.89,0.41,33.37,341.33,"CB",2.61843464688351,1,0
2022090800,2551,59,"43335","A'Shawn Robinson","LA","left",77.78,17.66,2.06,0.42,0.21,164.35,137.59,"DT",0.530754180388624,0,0
2022090800,2572,12,"53532","Ernest Jones","LA","left",73.36,22.25,1.8,4.31,0.17,20.92,120.23,"ILB",2.31192560433938,1,0
2022090800,2599,10,"43294","Jalen Ramsey","LA","left",66.81,40.83,3.25,4.42,0.34,196.01,186.65,"CB",1.19436175424366,0,0
2022090800,2648,70,"43294","Jalen Ramsey","LA","left",64.38,33.04,1.95,0.21,0.23,55.22,18.71,"CB",0.208806130178201,0,0
2022090800,2688,16,"47862","David Long","LA","right",100.94,25.04,5.78,2.87,0.59,130.87,158.37,"CB",11.3938623828796,1,0
2022090800,2712,35,"47939","Justin Hollins","LA","right",104.27,22,4.03,2.13,0.39,56.84,54.58,"OLB",1.71711968132685,0,0
2022090800,2815,23,"54488","Kaiir Elam","BUF","left",78.32,0.37,3.63,2.74,0.36,96.83,239.26,"CB",1.9723082923316,0,0
2022090800,2839,59,"42395","Jordan Phillips","BUF","left",83.88,7.42,5.67,3.15,0.59,107.55,162.74,"DE",4.1099026752467,0,1
2022090800,2860,16,"46085","Tremaine Edmunds","BUF","left",72.34,35.69,2.19,3.99,0.22,13.74,319.24,"ILB",1.7100292395161,0,0
2022090800,2884,16,"44976","Matt Milano","BUF","left",66.87,0.11,3.74,4.8,0.39,124.76,181.69,"OLB",23.5906761242657,1,0
2022090800,2934,19,"53532","Ernest Jones","LA","right",51.21,13.69,0.78,0.75,0.08,289.85,219.82,"ILB",7.06100559410627,1,0
2022090800,2958,43,"52607","Jordan Fuller","LA","right",55.2,21.36,3.22,3.72,0.29,279.58,302.2,"SS",1.30698125464752,0,0
2022090800,2958,34,"43335","A'Shawn Robinson","LA","right",52.18,20.93,3.7,2.63,0.37,160.28,131.14,"DT",2.35314682924802,0,1
2022090800,3092,27,"46190","Taron Johnson","BUF","left",86.2,0.9,7.9,4.29,0.8,178.68,190.38,"CB",7.90246796893224,1,0
2022090800,3145,37,"52647","Dane Jackson","BUF","left",77.22,31.89,1.38,2.68,0.15,105.45,115.95,"CB",3.52164734179901,1,0
2022090800,3190,10,"54488","Kaiir Elam","BUF","left",66.83,47.89,6.57,4.35,0.68,359.02,18.82,"CB",8.27316142716918,1,0
2022090800,3304,42,"47844","Taylor Rapp","LA","right",92.68,38.43,2.3,4.18,0.23,313.05,292.79,"FS",2.36915596785015,1,0
2022090800,3341,43,"46190","Taron Johnson","BUF","left",85.94,24.2,5.29,1.07,0.53,318.69,283.65,"CB",1.04809350727881,0,0
2022090800,3362,31,"46190","Taron Johnson","BUF","left",84.38,22.31,2.46,4.6,0.23,205.99,18.42,"CB",1.15412304370028,0,0
2022090800,3383,16,"54488","Kaiir Elam","BUF","left",77.77,41.78,1.96,4.44,0.21,123.1,72.61,"CB",5.34479185750016,1,0
2022090800,3407,11,"46190","Taron Johnson","BUF","left",70.86,29.65,2.5,5.58,0.23,351.49,352.66,"CB",4.65559877996376,1,0
2022090800,3431,14,"44976","Matt Milano","BUF","left",66.14,47.96,4.05,4.99,0.41,79.96,64.26,"OLB",3.38013313347271,1,0
2022090800,3489,29,"46085","Tremaine Edmunds","BUF","left",55.17,24.82,1.39,1.3,0.13,233.54,266.65,"ILB",0.785175139698145,0,0
2022090800,3513,11,"46085","Tremaine Edmunds","BUF","left",50.02,31.99,2.57,5.76,0.26,354.49,93.73,"ILB",4.22225058470006,1,0
2022090800,3576,55,"40107","Micah Hyde","BUF","left",25.92,15.48,4.24,2.62,0.41,62.38,6.44,"FS",3.4390987191414,1,0
2022090800,3576,20,"54650","Christian Benford","BUF","left",43.46,10.47,4.65,1.81,0.46,307.53,257.21,"CB",2.61696388970119,0,1
2022091100,57,41,"53489","Pete Werner","NO","right",45.66,9.57,7.71,3.44,0.77,123.25,132.55,"OLB",1.18726576637247,0,0
2022091100,78,75,"40017","Tyrann Mathieu","NO","right",51.4,17.62,0.72,1.52,0.07,259.99,118.39,"FS",1.16348614087148,0,0
